GEOID,pop,white,income,rent,totaled,bachelors,masters,professional,doctorate
250250703001,1160,1090,-666666666,1184,895,252,224,83,67
250250705004,1564,1016,-666666666,823,979,198,76,187,57
250250705003,1814,1300,106518,-666666666,1501,387,367,89,35
250250005032,1331,1276,73258,1801,1085,519,311,27,142
250259811003,4,4,-666666666,-666666666,4,0,4,0,0
250250604002,1300,1300,154574,1801,1122,559,154,0,62
250250303001,2073,2057,144034,2839,1842,662,502,153,149
250250922001,856,702,118417,1509,663,49,87,64,9
250251003001,1610,1468,67530,1835,977,183,40,0,0
250250507002,1529,475,73375,1746,1102,126,93,13,0
250250805001,1078,787,34150,-666666666,565,61,60,0,0
250250004021,1347,1265,71439,1782,852,374,212,57,44
250251011021,787,766,53681,1369,520,38,24,0,0
250250705002,589,430,15286,-666666666,526,69,15,0,0
250251207002,1382,1232,92200,1736,1130,302,286,119,297
250251006012,1147,1128,63929,1803,685,307,42,26,0
250250404011,2127,1941,103417,1158,1512,416,152,170,0
250251010023,2798,2570,57865,1307,2064,157,145,0,16
250251105023,722,609,-666666666,1691,609,75,122,51,0
250251304023,897,790,67576,1560,755,128,98,14,0
250251404006,2788,2438,57667,1314,1690,313,106,0,62
250251404001,639,401,-666666666,-666666666,568,0,91,0,0
250251404002,919,891,69167,-666666666,700,163,0,56,0
250250002011,1244,1167,88750,2167,1010,509,115,23,27
250250001004,1410,1187,98523,2415,1114,431,123,0,33
250250001003,865,814,130987,2006,688,270,181,78,51
250251001001,625,581,-666666666,996,373,82,14,0,0
250250811003,1113,987,77702,1736,1013,266,185,166,125
250250801002,763,549,29398,923,459,118,27,0,0
250251204001,773,740,111210,2538,657,225,157,115,46
250251204004,2528,2178,124219,2116,2058,661,360,301,174
250251402011,994,796,49213,1364,796,131,30,0,18
250250004022,1072,1002,111442,2081,809,338,217,27,50
250251005005,1960,1573,46312,1822,1176,182,0,0,0
250250007012,553,511,-666666666,-666666666,342,204,16,0,14
250250501011,2042,691,71200,1716,1205,193,55,27,0
250250509011,1678,436,72899,1692,1295,136,72,10,0
250251603001,1581,1218,42778,1521,1433,394,163,88,9
250251601015,951,0,71081,1500,492,0,0,0,0
250251206001,1027,791,120139,2634,794,211,117,77,72
250251009004,669,669,100341,1669,479,50,11,0,0
250250007044,1204,814,62655,1321,867,379,167,38,0
250250101031,926,755,32305,1822,345,142,87,41,37
250250008031,2639,2382,54821,2380,1692,1039,431,124,46
250251202012,1951,1353,66136,971,1374,386,305,68,67
250251201043,925,875,111902,2125,743,214,188,137,72
250251106073,1821,1742,95262,2007,1510,533,358,54,132
250251106072,1785,1546,110809,1701,1350,426,295,107,19
250250401001,1007,937,152576,428,883,325,110,93,74
250250403002,1959,1702,159539,2315,1429,608,461,175,29
250250403005,854,797,160174,2500,609,256,83,76,22
250250504002,1829,862,68611,1617,1582,328,145,24,58
250250510002,950,450,21359,484,643,74,77,0,0
250250304002,1004,944,102938,1913,814,463,70,35,32
250250707001,1119,941,73333,1574,931,280,161,90,13
250250817001,445,346,21193,518,301,37,0,0,0
250250817005,978,856,43241,1534,515,153,9,0,0
250250919004,690,512,72557,628,391,56,23,0,10
250251010014,1460,1155,33583,1851,831,42,26,18,0
250251403001,803,501,30762,-666666666,480,45,0,0,0
250251202011,1432,1099,88365,1868,1155,415,249,58,66
250250701013,794,767,45163,-666666666,661,202,118,42,41
250251010012,189,172,-666666666,975,189,20,20,0,22
250251006013,1686,1668,65871,1724,1455,334,104,29,23
250251201031,1852,1714,160341,2196,1398,389,337,312,177
250250604001,1217,1183,136667,2629,1152,707,141,112,0
250250607001,1124,723,28125,757,591,82,0,0,0
250251401062,798,435,27083,752,422,23,4,0,17
250251605012,824,221,47875,1570,633,88,38,0,0
250250107012,624,597,126488,2145,561,284,136,65,45
250250104081,1497,1308,66389,1994,1111,344,308,127,169
250251707023,1329,655,66771,1393,985,59,119,0,0
250251707024,1281,622,50917,1389,933,114,9,0,0
250250006022,1142,873,44456,1710,790,426,90,0,51
250250903003,919,742,31641,1194,608,113,6,0,0
250250303004,917,917,250001,3340,776,154,137,175,182
250250303002,1215,1149,129821,2747,1095,400,96,23,32
250250610003,679,392,21295,331,468,16,0,0,0
250250612002,547,447,96164,2000,453,268,47,14,0
250251105011,1072,1070,67039,1347,771,159,50,39,50
250251805001,1709,1617,75128,1410,1268,265,53,25,11
250251805004,1038,959,101250,1693,831,203,125,37,22
250250922003,1109,929,62929,1571,765,193,75,0,0
250250901004,1081,541,46806,1548,643,89,38,0,14
250250901001,1241,749,22109,641,784,112,25,0,0
250250902002,743,429,16371,-666666666,396,30,14,6,0
250250907003,1013,868,-666666666,1072,781,153,68,25,24
250250912003,552,552,116728,1365,436,148,84,0,0
250251003003,1147,1103,77500,1977,794,89,73,0,24
250251003004,928,842,29954,2115,574,0,13,0,0
250250909012,1916,1581,22375,2064,962,258,310,32,35
250250601012,771,760,106477,2476,677,294,108,39,10
250250301001,1284,1116,94722,1817,1050,586,180,71,28
250250006021,1370,1152,52064,1734,898,274,199,80,72
250250821002,2720,1894,-666666666,878,1590,52,148,46,0
250250602002,1232,1216,132159,2429,1067,427,205,37,7
250250904004,807,365,80385,1518,485,40,108,0,10
250250809002,1460,1265,65402,1947,437,193,92,21,16
250250814003,1497,1265,71553,1910,851,325,165,15,11
250250818003,1063,615,24306,1190,566,67,41,0,0
250250903001,765,456,31757,986,440,0,0,0,0
250250924005,739,361,-666666666,1426,477,61,29,0,0
250250911003,616,516,46230,2151,477,156,36,54,0
250250911004,859,820,83654,1556,699,295,103,0,8
250251004004,1604,1300,45179,1375,943,159,18,0,0
250251004003,941,589,91745,1736,737,105,44,8,0
250250007013,686,686,87759,2083,645,176,247,0,0
250251010013,1045,908,44837,1266,849,49,12,24,0
250251604001,1448,639,75250,1970,1093,254,154,0,25
250251602001,1463,60,60097,1448,789,65,0,0,0
250251704001,800,647,48354,1319,606,76,41,0,0
250250406002,2063,2024,158500,1865,1660,728,544,53,79
250251011012,1458,1378,55649,1943,1030,125,121,27,0
250251303002,1116,1013,123365,1519,836,181,285,124,0
250251303003,703,703,137316,-666666666,485,168,98,44,16
250251401024,1400,1189,102857,1818,1016,222,120,38,0
250250608004,1973,1781,102048,1759,1936,950,298,70,53
250250105003,1137,886,62674,1450,851,326,180,88,0
250250304001,1332,1242,100063,1897,1112,613,238,118,18
250251403004,894,736,150823,-666666666,544,170,63,0,0
250251804001,1118,918,71184,1588,874,225,108,12,5
250250507001,2272,493,67805,1756,1558,99,109,10,32
250251706013,1292,942,66446,1397,1013,106,62,9,12
